,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
10562,25163730,67927875,within a day,70.0,False,Mission Valley East,155,True,False,Mission Valley East,Condominium,Entire home/apt,6,2.0,2,3,165.0,0.0,150.0,1,1,1125,2,4,100,8,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-04-19,2018-09-04,2018-10-22
10564,30537844,90151341,within an hour,100.0,True,University City,8,True,False,University City,Apartment,Entire home/apt,6,1.0,2,4,165.0,150.0,80.0,4,1,21,36,72,98,10,9,10,10,10,10,False,False,False,moderate,False,False,2016-08-16,2018-12-09,2019-08-03
10565,34122659,257214978,within an hour,100.0,False,Gaslamp,3,True,False,Gaslamp,Apartment,Entire home/apt,6,1.0,1,1,165.0,,20.0,2,1,1125,3,6,100,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2019-04-21,2019-06-30,2019-08-09
10566,5933019,30806074,within an hour,100.0,True,Mission Valley East,1,True,False,Mission Valley East,Condominium,Entire home/apt,6,2.0,2,3,163.0,200.0,100.0,3,1,90,53,106,98,10,10,10,10,10,10,False,True,False,super_strict_30,False,False,2015-04-07,2016-10-10,2019-08-16
10567,32183431,233451683,within an hour,96.0,True,East Village,2,True,False,East Village,Loft,Entire home/apt,6,1.5,0,4,163.0,200.0,75.0,2,1,28,44,88,96,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2018-12-31,2019-02-14,2019-08-01
10569,6813171,35672112,within a few hours,100.0,True,La Jolla,7,True,False,La Jolla,House,Entire home/apt,6,1.0,2,3,160.0,650.0,90.0,1,1,270,29,58,90,9,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2015-06-12,2015-08-01,2018-10-07
10570,25256146,50919212,within an hour,100.0,True,Morena,2,True,True,North Park,House,Entire home/apt,6,1.0,3,3,160.0,0.0,80.0,1,1,27,83,166,95,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-12-09,2018-05-28,2019-08-03
10571,37629877,68099457,within an hour,100.0,True,North Clairemont,4,True,True,North Clairemont,House,Entire home/apt,6,2.0,3,4,160.0,350.0,65.0,6,1,1125,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-04-20,2019-08-12,2019-08-12
10572,17240644,5002314,within an hour,100.0,True,University Heights,12,True,True,Hillcrest,Apartment,Entire home/apt,6,1.0,2,3,159.0,200.0,79.0,4,1,1124,131,262,98,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-02-07,2017-02-27,2019-07-14
10573,28415714,43349223,within an hour,100.0,True,Mission Hill,14,True,True,Pacific Beach,House,Entire home/apt,6,2.0,2,2,159.0,500.0,75.0,4,1,1125,96,192,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2018-09-10,2019-08-04
10574,12547919,36202164,within a few hours,100.0,True,Kensington,2,True,True,Kensington,Apartment,Entire home/apt,6,1.0,2,2,79.0,0.0,75.0,4,2,30,27,54,93,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-06-19,2016-05-16,2019-07-01
10575,18209420,82384622,within an hour,94.0,False,Pacific Beach,5,True,False,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,2,157.0,0.0,0.0,4,1,14,17,34,92,9,8,10,10,10,9,False,False,False,flexible,False,False,2016-07-07,2017-06-05,2018-03-10
10576,36077960,171993006,within an hour,100.0,True,East Village,4,True,True,East Village,Apartment,Entire home/apt,6,2.0,2,2,157.0,0.0,100.0,6,1,1125,7,14,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2018-02-06,2019-07-23,2019-08-11
10577,36474987,134446507,within an hour,100.0,True,Anaheim,5,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,2,157.0,100.0,59.0,2,1,59,13,26,89,9,10,9,9,9,9,False,True,False,moderate,False,False,2017-06-10,2019-07-09,2019-08-11
10578,33531488,252666710,within an hour,100.0,False,Encanto,1,True,False,Encanto,House,Entire home/apt,6,1.0,2,3,78.0,500.0,35.0,4,2,28,14,28,94,9,9,10,10,9,9,False,False,False,moderate,False,False,2019-04-01,2019-04-07,2019-08-12
10579,2092631,10626300,within an hour,100.0,False,Park West,2,True,False,Park West,Apartment,Entire home/apt,6,2.0,3,3,155.0,200.0,110.0,1,1,30,264,528,93,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-12-15,2014-07-22,2019-07-29
10580,6255485,7806201,within an hour,100.0,False,,1,True,True,Pacific Beach,Cottage,Entire home/apt,6,1.0,2,4,155.0,300.0,110.0,4,1,1125,231,462,96,10,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-07-29,2015-05-27,2019-08-16
10581,26361637,26126888,within an hour,100.0,False,Mission Beach,3,True,False,Mission Beach,Condominium,Entire home/apt,6,2.0,2,2,155.0,500.0,195.0,6,1,30,31,62,91,9,9,9,9,10,9,False,True,False,moderate,False,False,2015-01-14,2018-07-05,2019-08-03
10582,32216168,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,2,155.0,500.0,150.0,6,1,30,20,40,95,10,10,10,9,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-02-10,2019-08-12
10583,32238959,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,4,155.0,500.0,150.0,6,1,1125,24,48,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-02-17,2019-08-11
10584,32427981,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Loft,Entire home/apt,6,2.0,2,3,155.0,500.0,150.0,6,1,30,20,40,93,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-03-02,2019-08-03
10585,32521606,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,2,155.0,500.0,150.0,6,1,30,16,32,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-03-03,2019-08-12
10586,32528893,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,2,155.0,500.0,150.0,6,1,30,14,28,98,10,10,9,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-03-10,2019-08-02
10587,33219818,29158067,within an hour,100.0,True,Santa Monica,2,True,False,Little Italy,Apartment,Entire home/apt,6,2.0,2,2,155.0,0.0,99.0,1,1,90,23,46,99,10,10,10,10,10,10,False,True,False,flexible,False,False,2015-03-11,2019-04-14,2019-08-06
10588,33641800,238958498,within an hour,100.0,True,Morena,15,True,False,Core-Columbia,Loft,Entire home/apt,6,2.0,2,4,155.0,500.0,150.0,6,1,1125,22,44,89,10,10,9,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-04-11,2019-07-28
10589,36038350,233451683,within an hour,96.0,True,East Village,2,True,False,East Village,Loft,Entire home/apt,6,1.5,1,3,155.0,200.0,90.0,2,1,17,3,6,73,7,9,8,7,7,7,False,False,False,strict_14_with_grace_period,False,False,2018-12-31,2019-07-18,2019-07-28
10590,18126056,124167496,within an hour,100.0,True,North Park,1,True,False,North Park,House,Entire home/apt,6,1.0,3,4,154.0,0.0,75.0,6,1,30,213,426,99,10,10,10,10,10,10,False,True,False,moderate,False,False,2017-04-04,2017-07-23,2019-08-14
10591,35086821,264302173,within an hour,100.0,False,Grant Hill,1,True,False,Grant Hill,Apartment,Entire home/apt,6,1.0,2,2,153.0,,85.0,3,1,1125,16,32,99,10,10,10,10,9,10,False,True,False,flexible,False,False,2019-05-26,2019-05-30,2019-08-12
10592,7727710,40606235,,,False,,1,True,False,,Condominium,Entire home/apt,6,2.5,3,3,150.0,,,1,1,1125,1,2,80,8,8,8,8,8,8,False,False,False,flexible,False,False,2015-08-05,2015-08-23,2015-08-23
10593,8454638,44504422,within an hour,100.0,False,Mission Beach,2,True,True,Mission Beach,House,Entire home/apt,6,1.0,2,3,150.0,200.0,130.0,5,1,365,89,178,89,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-09-18,2015-12-31,2019-08-12
10594,17512891,2503251,within an hour,96.0,False,Pacific Beach,11,True,True,Mission Beach,Apartment,Entire home/apt,6,1.0,1,2,150.0,1000.0,234.0,2,1,1000,67,134,87,9,9,9,8,10,8,False,True,False,strict_14_with_grace_period,False,False,2012-05-30,2017-04-19,2019-08-13
10596,21985745,62040243,within an hour,100.0,True,Rolando,3,True,False,Rolando,House,Entire home/apt,6,1.0,2,3,150.0,500.0,80.0,6,1,1125,119,238,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-03-07,2017-12-27,2019-08-11
10597,24398114,16333429,within an hour,91.0,True,University Heights,2,True,True,University Heights,Bungalow,Entire home/apt,6,1.0,3,3,150.0,200.0,70.0,6,1,14,98,196,98,10,9,10,10,10,10,False,False,False,moderate,False,False,2014-06-03,2018-05-14,2019-07-29
10598,25730328,21368448,within an hour,70.0,True,North Park,2,True,True,North Park,Bungalow,Entire home/apt,6,1.0,2,3,150.0,0.0,90.0,4,1,30,75,150,96,10,9,10,10,10,10,False,False,False,moderate,False,False,2014-09-15,2018-06-27,2019-08-14
10600,27578696,208087084,within an hour,99.0,True,Pacific Beach,10,True,True,Pacific Beach,Apartment,Entire home/apt,6,2.0,2,3,150.0,200.0,100.0,4,1,1125,33,66,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-08-07,2018-08-12,2019-07-28
10601,30563878,8336938,within an hour,100.0,True,La Jolla,63,True,True,Little Italy,Condominium,Entire home/apt,6,1.0,1,1,150.0,200.0,125.0,1,1,1125,21,42,85,9,9,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2013-08-23,2018-12-28,2019-08-04
10602,31220509,208087084,within an hour,99.0,True,Pacific Beach,10,True,True,Pacific Beach,Apartment,Entire home/apt,6,2.0,2,2,150.0,200.0,100.0,4,1,1125,31,62,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-08-07,2019-01-20,2019-07-28
10603,32150408,241126927,within an hour,100.0,True,Morena,6,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,4,150.0,0.0,130.0,1,1,30,31,62,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-02-04,2019-02-10,2019-08-05
10604,32870831,247298715,within an hour,83.0,True,Core-Columbia,1,True,False,Core-Columbia,Apartment,Entire home/apt,6,1.0,2,2,150.0,250.0,65.0,1,1,1125,20,40,96,10,10,10,10,10,10,False,True,False,moderate,False,False,2019-03-06,2019-04-26,2019-08-17
10605,35291062,208087084,within an hour,99.0,True,Pacific Beach,10,True,True,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,3,150.0,250.0,125.0,5,1,335,6,12,97,10,10,10,10,9,9,False,True,False,moderate,False,False,2018-08-07,2019-06-08,2019-07-20
10606,35575632,67239950,within an hour,100.0,False,Encanto,1,True,False,Encanto,House,Entire home/apt,6,2.0,2,3,150.0,100.0,100.0,2,1,1125,14,28,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-04-14,2019-07-10,2019-08-15
10608,13114655,11637656,,,False,University Heights,1,True,True,University Heights,House,Entire home/apt,6,1.0,2,4,149.0,0.0,0.0,1,1,1125,17,34,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-01-25,2016-05-24,2017-07-26
10609,17109841,26599319,within an hour,100.0,True,Marigny/Bywater,5,True,True,Ocean Beach,Cottage,Entire home/apt,6,1.0,1,3,149.0,200.0,90.0,2,1,1124,101,202,96,10,10,10,10,10,9,False,True,False,moderate,False,False,2015-01-23,2017-05-25,2019-08-11
10610,18870877,131368458,,,False,Rolando,1,True,True,Rolando,Apartment,Private room,6,1.0,1,1,149.0,100.0,25.0,4,1,13,8,16,97,10,10,10,9,9,10,False,True,False,flexible,False,False,2017-05-21,2017-07-23,2018-07-01
10611,19682919,100416844,within an hour,100.0,False,Ocean Beach,5,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,2,149.0,500.0,120.0,4,1,30,66,132,94,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-10-19,2017-07-09,2019-08-13
10612,21283051,26599319,within an hour,100.0,True,Marigny/Bywater,5,True,True,Ocean Beach,Bungalow,Entire home/apt,6,1.0,1,3,149.0,300.0,90.0,4,1,90,176,352,96,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-01-23,2017-10-29,2019-08-11
10613,33130598,215746618,within an hour,100.0,False,Ocean Beach,18,True,False,College East,House,Entire home/apt,6,1.0,2,3,149.0,500.0,95.0,2,1,15,6,12,87,9,10,10,10,10,8,False,False,False,flexible,False,False,2018-09-16,2019-04-01,2019-07-28
10614,35195821,116533495,within an hour,100.0,False,Mission Valley East,1,True,False,Mission Valley East,Apartment,Entire home/apt,6,2.0,2,3,149.0,0.0,119.0,6,1,31,9,18,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2017-02-15,2019-07-05,2019-08-10
10615,35346254,207836363,within an hour,94.0,True,North Park,2,True,False,North Park,House,Entire home/apt,6,1.0,2,3,149.0,200.0,90.0,6,1,30,9,18,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-08-06,2019-06-15,2019-08-11
10616,36142004,43349223,within an hour,100.0,True,Mission Hill,14,True,True,North Park,House,Entire home/apt,6,1.0,2,3,149.0,500.0,70.0,4,1,1125,7,14,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2019-07-05,2019-08-13
10617,23148963,172055984,within an hour,100.0,True,,1,True,True,Ocean Beach,Bungalow,Entire home/apt,6,1.0,1,3,147.0,500.0,125.0,4,1,1124,30,60,96,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2018-02-06,2018-02-12,2019-08-04
10618,15410338,36479683,within an hour,100.0,True,Pacific Beach,2,True,True,Pacific Beach,Guest suite,Entire home/apt,6,1.0,0,2,146.0,300.0,50.0,4,1,1125,224,448,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-06-22,2016-10-23,2019-08-12
10619,31059550,225986614,within a day,90.0,False,Linda Vista,5,True,False,Linda Vista,House,Entire home/apt,6,2.0,3,6,146.0,300.0,60.0,2,1,28,8,16,88,10,10,10,9,9,10,False,True,False,moderate,False,False,2018-11-15,2019-06-23,2019-08-04
10620,7948012,9296727,within a few hours,100.0,True,East Village,268,True,False,Mission Valley East,Serviced apartment,Entire home/apt,6,2.0,2,3,145.0,0.0,130.0,1,1,1125,4,8,95,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-10-08,2018-08-17,2019-03-08
10621,9032763,9296727,within a few hours,100.0,True,East Village,268,True,False,Mission Valley East,Serviced apartment,Entire home/apt,6,2.0,2,3,145.0,0.0,130.0,1,1,1125,14,28,99,10,10,9,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-10-08,2017-01-04,2018-11-09
10622,21152008,9954475,within an hour,100.0,False,Soulard,34,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,3,145.0,500.0,105.0,4,1,1125,103,206,85,9,9,9,10,9,9,False,True,False,flexible,False,False,2013-11-12,2017-10-15,2019-07-22
10623,26564030,198870547,within an hour,100.0,False,Little Italy,8,True,False,Little Italy,Apartment,Entire home/apt,6,1.0,0,2,145.0,0.0,75.0,2,1,21,71,142,94,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2018-06-29,2018-07-16,2019-08-11
10624,32995799,238958498,within an hour,100.0,True,Morena,15,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,3,145.0,500.0,150.0,6,1,1125,25,50,95,10,10,10,9,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-01-25,2019-03-17,2019-08-13
10625,17848282,3541279,within a day,55.0,False,Mission Hill,13,True,True,Mission Hill,Bungalow,Entire home/apt,6,1.0,2,3,144.0,200.0,70.0,2,1,1125,72,144,94,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2012-09-11,2017-03-22,2019-07-21
10626,5481957,5436910,within an hour,100.0,False,Point Loma Heights,12,True,False,East Village,Condominium,Entire home/apt,6,1.0,2,3,143.0,450.0,75.0,2,1,1000,67,134,89,9,9,9,9,8,9,False,False,False,strict_14_with_grace_period,False,False,2013-03-12,2015-04-06,2019-01-10
10627,18062108,24915318,,,False,Cortez,1,True,True,Cortez,Condominium,Entire home/apt,6,2.5,2,3,143.0,,70.0,1,1,1125,7,14,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-12-16,2017-05-21,2019-03-17
10628,33620968,178836989,within an hour,100.0,False,Ocean Beach,8,True,True,Old Town,Apartment,Entire home/apt,6,1.0,2,3,142.0,,41.0,2,1,1125,44,88,92,9,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-03-16,2019-04-06,2019-08-04
10629,3390585,13358904,within a day,100.0,False,Talmadge,2,True,True,Talmadge,House,Private room,6,2.0,3,3,70.0,100.0,50.0,2,2,1125,19,38,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-03-20,2014-07-28,2018-07-22
10630,19585600,123606999,,,False,Point Loma Heights,1,True,False,Point Loma Heights,Condominium,Entire home/apt,6,2.0,2,2,140.0,0.0,25.0,1,1,20,8,16,95,10,9,9,10,10,10,False,False,False,flexible,False,False,2017-03-31,2017-08-04,2017-08-28
10631,26472735,56551718,within an hour,100.0,True,Barrio Logan,1,True,True,Barrio Logan,Cottage,Entire home/apt,6,1.0,2,4,140.0,300.0,75.0,6,1,32,95,190,98,10,10,10,10,9,10,False,True,False,moderate,False,False,2016-01-28,2018-07-19,2019-08-15
10632,26629675,200180178,within an hour,100.0,True,Grant Hill,1,True,False,Grant Hill,House,Entire home/apt,6,1.0,2,2,140.0,200.0,80.0,6,1,31,92,184,96,10,9,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2018-07-05,2018-07-22,2019-07-26
10633,29983790,1028043,within an hour,91.0,False,Golden Hill,48,True,False,Pacific Beach,Apartment,Entire home/apt,6,2.0,2,3,140.0,200.0,100.0,4,1,1125,18,36,92,9,9,9,9,10,9,False,False,False,moderate,True,True,2011-08-27,2018-11-25,2019-08-04
10634,34716626,35661214,within an hour,99.0,False,Core-Columbia,19,True,True,Marina,Apartment,Entire home/apt,6,1.0,1,2,140.0,,20.0,1,1,1125,5,10,100,10,10,10,10,9,10,False,True,False,strict_14_with_grace_period,False,False,2015-06-12,2019-06-18,2019-08-11
10635,1792566,9153966,within an hour,100.0,True,Ocean Beach,1,True,True,Ocean Beach,Cottage,Entire home/apt,6,1.0,2,3,139.0,300.0,95.0,4,1,1125,317,634,96,10,10,10,10,10,10,False,True,False,moderate,False,False,2013-09-30,2013-11-12,2019-08-11
10636,3667705,9832430,within a few hours,100.0,True,Hillcrest,12,True,False,Pacific Beach,House,Entire home/apt,6,1.0,2,3,139.0,350.0,120.0,1,1,1125,131,262,97,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-11-05,2014-07-28,2019-08-15
10637,6491079,33923751,within an hour,100.0,False,Ocean Beach,4,True,True,Ocean Beach,House,Entire home/apt,6,1.0,2,3,139.0,300.0,85.0,6,1,1125,93,186,93,10,10,10,10,10,9,False,True,False,moderate,False,False,2015-05-21,2015-06-11,2019-07-26
10638,7846998,10705891,within an hour,100.0,False,Midtown,14,True,True,Pacific Beach,House,Entire home/apt,6,1.0,2,3,139.0,200.0,95.0,1,1,1125,251,502,94,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2013-12-19,2015-09-05,2019-08-12
10639,7853140,10705891,within an hour,100.0,False,Midtown,14,True,True,Pacific Beach,House,Entire home/apt,6,1.0,2,2,139.0,200.0,90.0,4,1,1125,210,420,96,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2013-12-19,2015-10-04,2019-08-13
10640,19933662,82384622,within an hour,94.0,False,Pacific Beach,5,True,False,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,3,139.0,100.0,65.0,4,1,13,116,232,92,9,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2016-07-07,2017-08-02,2019-08-11
10641,22448928,5002314,within an hour,100.0,True,University Heights,12,True,True,Hillcrest,Apartment,Entire home/apt,6,1.0,2,3,139.0,300.0,79.0,4,1,1124,100,200,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-02-07,2018-01-14,2019-07-23
10642,29937766,9784609,within an hour,100.0,False,Golden Hill,9,True,True,Grant Hill,Apartment,Entire home/apt,6,1.0,2,3,139.0,350.0,75.0,5,1,1125,33,66,96,10,10,10,10,10,10,False,True,False,moderate,False,False,2013-11-03,2018-12-03,2019-08-12
10643,21864663,91548283,within an hour,100.0,False,North End,64,True,False,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,2,69.0,0.0,115.0,1,2,1125,49,98,95,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-08-23,2017-12-23,2019-08-11
10644,32358380,149167848,within an hour,100.0,False,East Village,2,True,False,East Village,Condominium,Entire home/apt,6,1.0,1,1,137.0,100.0,95.0,1,1,1125,24,48,93,9,10,10,10,10,10,False,True,False,flexible,False,False,2017-09-04,2019-02-14,2019-08-10
